Quarter,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Research And Development,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ticker,Total Unusual Items,Total Unusual Items Excluding Goodwill,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Gain On Sale Of Security,Rent Expense Supplemental,Rent And Landing Fees,Salaries And Wages,Earnings From Equity Interest,Total Other Finance Cost,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Insurance And Claims,Amortization,Amortization Of Intangibles Income Statement,Write Off,Other Taxes,Average Dilution Earnings,Gain On Sale Of Ppe,Minority Interests,Otherunder Preferred Stock Dividend,Securities Amortization,Gain On Sale Of Business,Earnings From Equity Interest Net Of Tax,Impairment Of Capital Assets,Preferred Stock Dividends,Net Income Discontinuous Operations,Depreciation Income Statement,Provision For Doubtful Accounts,Net Income From Tax Loss Carryforward
2023-09-30,0.0,0.0,-8102000.0,-8435000.0,245000.0,,-7521000.0,-7766000.0,-167000.0,669000.0,502000.0,-9016000.0,-8435000.0,8849000.0,-8861000.0,28919810.0,28919810.0,-0.29,-0.29,-8435000.0,-8435000.0,-8435000.0,-8435000.0,-8435000.0,,-8435000.0,-167000.0,669000.0,502000.0,-8849000.0,8849000.0,-12000.0,5845000.0,3016000.0,,3016000.0,879000.0,,,0.0,0.0,CADL,581000.0,581000.0,581000.0,,,,,581000.0,40000.0,40000.0,1720000.0,,,,,377000.0,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.0,-8878000.0,-9614000.0,236000.0,,-8734000.0,-8970000.0,-191000.0,644000.0,453000.0,-9758000.0,-9614000.0,9567000.0,-9579000.0,28919810.0,28919810.0,-0.33,-0.33,-9614000.0,-9614000.0,-9614000.0,-9614000.0,-9614000.0,,-9614000.0,-191000.0,644000.0,453000.0,-9567000.0,9567000.0,-12000.0,5934000.0,3645000.0,,3645000.0,1234000.0,,,0.0,0.0,CADL,144000.0,144000.0,144000.0,,,,,144000.0,36000.0,36000.0,1924000.0,,,,,451000.0,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,28919810.0,28919810.0,-0.3,-0.3,,,,,,,,,,,,,-12000.0,,,,,,,,,,CADL,,,,,,,,,,,,,-102000.0,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.0,-14904000.0,-17090000.0,52000.0,2300000.0,-14904000.0,-14956000.0,-1470000.0,2134000.0,664000.0,-17090000.0,-17090000.0,22485000.0,-14431000.0,38984745.0,38984745.0,-0.44,-0.44,-17090000.0,-17090000.0,-17090000.0,-17090000.0,-17090000.0,,-17090000.0,-1470000.0,2134000.0,664000.0,-14431000.0,20185000.0,,2677000.0,17508000.0,,,,5754000.0,2300000.0,8054000.0,8054000.0,SCPH,,,-1189000.0,-1189000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.0,-11956000.0,-14108000.0,51000.0,1785000.0,-11956000.0,-12007000.0,-1224000.0,2101000.0,877000.0,-14108000.0,-14108000.0,21958000.0,-15856000.0,38952131.0,38952131.0,-0.36,-0.36,-14108000.0,-14108000.0,-14108000.0,-14108000.0,-14108000.0,,-14108000.0,-1224000.0,2101000.0,877000.0,-15856000.0,20173000.0,,2726000.0,17447000.0,,,,4317000.0,1785000.0,6102000.0,6102000.0,SCPH,,,2972000.0,2972000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.0,-11580000.0,-13812000.0,140000.0,1773000.0,-11580000.0,-11720000.0,-967000.0,2092000.0,1125000.0,-13812000.0,-13812000.0,21353000.0,-15257000.0,,,,,-13812000.0,-13812000.0,-13812000.0,-13812000.0,-13812000.0,,-13812000.0,-967000.0,2092000.0,1125000.0,-15257000.0,19580000.0,,3338000.0,16242000.0,,,,4323000.0,1773000.0,6096000.0,6096000.0,SCPH,,,2412000.0,2412000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.0,-13302000.0,-15634000.0,272000.0,1079000.0,-13302000.0,-13574000.0,-759000.0,2060000.0,1301000.0,-15634000.0,-15634000.0,18635000.0,-14839000.0,38760895.0,38760895.0,-0.41,-0.41,-15634000.0,-15634000.0,-15634000.0,-15634000.0,-15634000.0,,-15634000.0,-759000.0,2060000.0,1301000.0,-14839000.0,17556000.0,,3421000.0,14135000.0,,,,2717000.0,1079000.0,3796000.0,3796000.0,SCPH,,,-36000.0,-36000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.0,-12035000.0,-14154000.0,109000.0,354000.0,-12035000.0,-12144000.0,-647000.0,2010000.0,1363000.0,-14154000.0,-14154000.0,15384000.0,-13746000.0,38692624.0,38692624.0,-0.36,-0.36,-14154000.0,-14154000.0,-14154000.0,-14154000.0,-14154000.0,,-14154000.0,-647000.0,2010000.0,1363000.0,-13746000.0,15030000.0,,2934000.0,12096000.0,,,,1284000.0,354000.0,1638000.0,1638000.0,SCPH,,,239000.0,239000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,37800960.0,37800960.0,-0.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,SCPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.21,-5628000.0,-5119000.0,10000.0,,-5628000.0,-5638000.0,,,,-5119000.0,-5119000.0,5638000.0,-5638000.0,38068378.0,38068378.0,-0.13,-0.13,-5119000.0,-5119000.0,-5119000.0,-5119000.0,-5119000.0,7000.0,-5112000.0,,,,-5638000.0,5638000.0,,3928000.0,1710000.0,,1710000.0,1710000.0,,,0.0,0.0,DMAC,,,526000.0,526000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.21,-5733000.0,-5151000.0,8000.0,,-5733000.0,-5741000.0,,,,-5151000.0,-5151000.0,5741000.0,-5741000.0,37958000.0,37958000.0,-0.14,-0.14,-5151000.0,-5151000.0,-5151000.0,-5151000.0,-5151000.0,7000.0,-5144000.0,,,,-5741000.0,5741000.0,,3676000.0,2065000.0,,2065000.0,2065000.0,,,0.0,0.0,DMAC,,,597000.0,597000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.21,-5840000.0,-5161000.0,8000.0,,-5840000.0,-5848000.0,,,,-5161000.0,-5161000.0,5848000.0,-5848000.0,,,,,-5161000.0,-5161000.0,-5161000.0,-5161000.0,-5161000.0,22000.0,-5139000.0,,,,-5848000.0,5848000.0,,3677000.0,2171000.0,,2171000.0,2171000.0,,,0.0,0.0,DMAC,,,709000.0,709000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.21,-5149000.0,-4471000.0,8000.0,,-5149000.0,-5157000.0,,,,-4471000.0,-4471000.0,5157000.0,-5157000.0,37949422.0,37949422.0,-0.12,-0.12,-4471000.0,-4471000.0,-4471000.0,-4471000.0,-4471000.0,7000.0,-4464000.0,,,,-5157000.0,5157000.0,,3272000.0,1885000.0,,1885000.0,1885000.0,,,0.0,0.0,DMAC,,,693000.0,693000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.21,-4734000.0,-4477000.0,7000.0,,-4734000.0,-4741000.0,,,,-4477000.0,-4477000.0,4741000.0,-4741000.0,27312008.0,27312008.0,-0.16,-0.16,-4477000.0,-4477000.0,-4477000.0,-4477000.0,-4477000.0,7000.0,-4470000.0,,,,-4741000.0,4741000.0,,2543000.0,2198000.0,,2198000.0,2198000.0,,,0.0,0.0,DMAC,,,271000.0,271000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,26448941.0,26448941.0,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,DMAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.0,-16762000.0,-15980000.0,74000.0,44000.0,-16785000.0,-16859000.0,902000.0,,902000.0,-15957000.0,-15980000.0,17637000.0,-16859000.0,35800273.0,35800273.0,-0.45,-0.45,-15980000.0,-15980000.0,-15980000.0,-15980000.0,-15980000.0,,-15980000.0,902000.0,,902000.0,-16859000.0,17593000.0,,11126000.0,6467000.0,,,,734000.0,44000.0,778000.0,778000.0,OBIO,-23000.0,-23000.0,-23000.0,,,,,-23000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.0,-14304000.0,-13463000.0,74000.0,34000.0,-14349000.0,-14423000.0,1016000.0,,1016000.0,-13418000.0,-13463000.0,15043000.0,-14423000.0,35777877.0,35777877.0,-0.38,-0.38,-13463000.0,-13463000.0,-13463000.0,-13463000.0,-13463000.0,,-13463000.0,1016000.0,,1016000.0,-14423000.0,15009000.0,,9112000.0,5897000.0,,,,586000.0,34000.0,620000.0,620000.0,OBIO,-45000.0,-45000.0,-56000.0,-11000.0,,,,-45000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.0,-10964000.0,-12818000.0,72000.0,47000.0,-12409000.0,-12481000.0,1108000.0,,,-11373000.0,-12818000.0,12743000.0,-12481000.0,,,,,-12818000.0,-12818000.0,-12818000.0,-12818000.0,-12818000.0,,-12818000.0,1108000.0,,,-12481000.0,12696000.0,,8511000.0,4185000.0,,,,215000.0,47000.0,262000.0,262000.0,OBIO,-1445000.0,-1445000.0,-1445000.0,,-1151000.0,,,-294000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.0,-14746000.0,-13316000.0,71000.0,41000.0,-14453000.0,-14524000.0,915000.0,,,-13609000.0,-13316000.0,14943000.0,-14524000.0,35243598.0,35243598.0,-0.38,-0.38,-13316000.0,-13316000.0,-13316000.0,-13316000.0,-13316000.0,,-13316000.0,915000.0,,,-14524000.0,14902000.0,,8558000.0,6344000.0,,,,378000.0,41000.0,419000.0,419000.0,OBIO,293000.0,293000.0,293000.0,,0.0,,,293000.0,,,,,-915000.0,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.0,-12852000.0,-12046000.0,73000.0,54000.0,-12883000.0,-12956000.0,941000.0,,941000.0,-12015000.0,-12046000.0,13871000.0,-12956000.0,34613466.0,34613466.0,-0.35,-0.35,-12046000.0,-12046000.0,-12046000.0,-12046000.0,-12046000.0,,-12046000.0,941000.0,,941000.0,-12956000.0,13817000.0,,8499000.0,5318000.0,,,,861000.0,54000.0,915000.0,915000.0,OBIO,-31000.0,-31000.0,-31000.0,,0.0,,,-31000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,885000.0,,,,,27643549.0,27643549.0,-0.4,-0.4,,,,,,,,,,885000.0,,,,,,,,,,,,,OBIO,,,,,,,,,,,,,-885000.0,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.0,-19447000.0,-17301000.0,585000.0,0.0,-19447000.0,-20032000.0,2023000.0,,2023000.0,-17301000.0,-17301000.0,20032000.0,-20032000.0,60495675.0,60495675.0,-0.29,-0.29,-17301000.0,-17301000.0,-17301000.0,-17301000.0,-17301000.0,,-17301000.0,2023000.0,,2023000.0,-20032000.0,20032000.0,,13953000.0,6079000.0,,6079000.0,1134000.0,0.0,0.0,0.0,0.0,PYXS,,,708000.0,708000.0,,,,,,,3335000.0,,,,,1610000.0,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.0,-4489000.0,-3256000.0,1116000.0,475000.0,-4489000.0,-5605000.0,1550000.0,,1550000.0,-3256000.0,-3256000.0,21751000.0,-5605000.0,51289284.0,51289284.0,-0.06,-0.06,-3256000.0,-3256000.0,-3256000.0,-3256000.0,-3256000.0,,-3256000.0,1550000.0,,1550000.0,-5605000.0,21276000.0,,13029000.0,8247000.0,,8247000.0,1080000.0,15671000.0,475000.0,16146000.0,16146000.0,PYXS,,,799000.0,799000.0,,,,,,,5561000.0,,,,,1606000.0,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.0,-17077000.0,-15597000.0,690000.0,,-17077000.0,-17767000.0,1594000.0,,1594000.0,-15597000.0,-15597000.0,17767000.0,-17767000.0,,,,,-15597000.0,-15597000.0,-15597000.0,-15597000.0,-15597000.0,,-15597000.0,1594000.0,,1594000.0,-17767000.0,17767000.0,,11607000.0,6160000.0,,6160000.0,-1097000.0,,,0.0,0.0,PYXS,,,576000.0,576000.0,,,,,,,4310000.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.0,-24831000.0,-23049000.0,523000.0,,-24831000.0,-25354000.0,1707000.0,,1707000.0,-23049000.0,-23049000.0,25354000.0,-25354000.0,41331806.0,41331806.0,-0.56,-0.56,-23049000.0,-23049000.0,-23049000.0,-23049000.0,-23049000.0,,-23049000.0,1707000.0,,1707000.0,-25354000.0,25354000.0,,14687000.0,10667000.0,,10667000.0,3184000.0,,,0.0,0.0,PYXS,,,598000.0,598000.0,,,,,,,7483000.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.0,-17597000.0,-15901000.0,524000.0,0.0,-17597000.0,-18121000.0,1656000.0,,1656000.0,-15901000.0,-15901000.0,18121000.0,-18121000.0,38389123.0,38389123.0,-0.41,-0.41,-15901000.0,-15901000.0,-15901000.0,-15901000.0,-15901000.0,,-15901000.0,1656000.0,,1656000.0,-18121000.0,18121000.0,,11391000.0,6730000.0,,6730000.0,1530000.0,0.0,0.0,0.0,0.0,PYXS,,,564000.0,564000.0,,,,,,,3996000.0,,,,,1204000.0,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,0.0,,,,,,,,,,35351671.0,35351671.0,-0.54,-0.54,,,,,,,,,,,,,,,,,,,0.0,0.0,,,PYXS,,,,,,,,,,,,,,,,1285000.0,,,,,,,,,,,,,,,,,
2024-06-30,-4571700.0,0.15,-25815000.0,-57312000.0,82000.0,,-56293000.0,-56375000.0,-584000.0,702000.0,118000.0,-31405700.0,-57312000.0,25621000.0,-25729000.0,160387701.0,160387701.0,-0.36,-0.36,-57312000.0,-57312000.0,-57312000.0,-57369000.0,-57369000.0,19000.0,-57077000.0,-584000.0,702000.0,118000.0,-25348000.0,25621000.0,-381000.0,12605000.0,13397000.0,,13397000.0,13397000.0,,,273000.0,273000.0,ATAI,-30478000.0,-30478000.0,-31145000.0,-667000.0,,,,-30478000.0,,,,,,,,,,,,,,,57000.0,,,,-273000.0,,,,,,
2024-03-31,-220.552159,0.000156,-23495000.0,-26713000.0,83000.0,,-24911000.0,-24994000.0,-380000.0,687000.0,307000.0,-25297220.552159,-26713000.0,23880000.0,-24085000.0,158891067.0,158891067.0,-0.17,-0.17,-26713000.0,-26713000.0,-26713000.0,-27378000.0,-27378000.0,-4000.0,-25681000.0,-380000.0,687000.0,307000.0,-23880000.0,23880000.0,-205000.0,11530000.0,12555000.0,,12555000.0,12555000.0,,,0.0,0.0,ATAI,-1416000.0,-1416000.0,-1421000.0,-5000.0,,,,-1416000.0,,,,,,,,,,,,,,,665000.0,,,,-1701000.0,,,,,,
2023-12-31,1941300.0,0.15,-30470000.0,-18292000.0,101000.0,,-17528000.0,-17629000.0,-35000.0,691000.0,656000.0,-29292700.0,-18292000.0,31134000.0,-33561000.0,,,,,-18292000.0,-18292000.0,-18292000.0,-19142000.0,-19142000.0,428000.0,-18320000.0,-35000.0,691000.0,656000.0,-31116000.0,31134000.0,,14156000.0,19423000.0,,19423000.0,19423000.0,,,18000.0,18000.0,ATAI,12942000.0,12942000.0,12831000.0,-111000.0,-1004000.0,,,13946000.0,,,,,,,,,,,,,,,850000.0,,,,-394000.0,,,,,,
2023-09-30,385608.091774,0.005428,-26434000.0,44244000.0,74000.0,,44607000.0,44533000.0,-74000.0,686000.0,612000.0,-26411391.908226,44244000.0,26921000.0,-26834000.0,177565973.0,155792490.0,0.25,0.28,44244000.0,44244000.0,44244000.0,43371000.0,43371000.0,238000.0,43847000.0,-74000.0,686000.0,612000.0,-26834000.0,26921000.0,,13290000.0,13631000.0,,13631000.0,13631000.0,,,87000.0,87000.0,ATAI,71041000.0,71041000.0,70755000.0,-286000.0,-58000.0,,58000.0,71099000.0,,,,,,,,,,,,,,,873000.0,,,,-238000.0,,,,,,
2023-06-30,88950.0,0.15,-31514000.0,-33042000.0,79000.0,,-30921000.0,-31000000.0,-355000.0,658000.0,303000.0,-33546050.0,-33042000.0,32034000.0,-31862000.0,155792490.0,155792490.0,-0.21,-0.21,-33042000.0,-33042000.0,-33042000.0,-33771000.0,-33771000.0,185000.0,-31658000.0,-355000.0,658000.0,303000.0,-31862000.0,32034000.0,,15476000.0,16558000.0,,16558000.0,16558000.0,,,172000.0,172000.0,ATAI,593000.0,593000.0,559000.0,-34000.0,76000.0,,-76000.0,593000.0,,,,,,,,,,,,,,,729000.0,,,,-1928000.0,,,,,,
2023-03-31,,,,,,,,,,,,,,,,155792490.0,155792490.0,-0.21,-0.21,,,,,,,,,,,,,,,,,,,,,,,ATAI,,,,,35000.0,,-35000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.21,-13622000.0,-16466000.0,2213000.0,,-13622000.0,-15835000.0,-194000.0,610000.0,416000.0,-16466000.0,-16466000.0,22657000.0,-16256000.0,184703003.0,184703003.0,-0.09,-0.09,-16466000.0,-16466000.0,-16466000.0,-16466000.0,-16466000.0,21000.0,-16445000.0,-194000.0,610000.0,416000.0,-16256000.0,22657000.0,,17480000.0,5177000.0,,5177000.0,5177000.0,,,6401000.0,6401000.0,VXRT,,,5000.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.21,-21391000.0,-24417000.0,2177000.0,,-21391000.0,-23568000.0,-301000.0,804000.0,503000.0,-24417000.0,-24417000.0,26251000.0,-24070000.0,168811095.0,168811095.0,-0.14,-0.14,-24417000.0,-24417000.0,-24417000.0,-24417000.0,-24417000.0,45000.0,-24372000.0,-301000.0,804000.0,503000.0,-24070000.0,26251000.0,,19013000.0,7238000.0,,7238000.0,7238000.0,,,2181000.0,2181000.0,VXRT,,,-1000.0,-1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.21,-13996000.0,-17375000.0,2331000.0,,-13996000.0,-16327000.0,-298000.0,874000.0,576000.0,-17375000.0,-17375000.0,23525000.0,-16900000.0,,,,,-17375000.0,-17375000.0,-17375000.0,-17375000.0,-17375000.0,174000.0,-17201000.0,-298000.0,874000.0,576000.0,-16900000.0,23525000.0,,14705000.0,5440000.0,,5440000.0,5440000.0,,,6625000.0,6625000.0,VXRT,,,-3000.0,-3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.21,-15089000.0,-17400000.0,2065000.0,,-15089000.0,-17154000.0,516000.0,207000.0,723000.0,-17400000.0,-17400000.0,18268000.0,-17822000.0,152026112.0,152026112.0,-0.11,-0.11,-17400000.0,-17400000.0,-17400000.0,-17400000.0,-17400000.0,39000.0,-17361000.0,516000.0,207000.0,723000.0,-17822000.0,18268000.0,-1655000.0,15002000.0,4921000.0,,4921000.0,4921000.0,,,446000.0,446000.0,VXRT,,,-55000.0,-55000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.21,-20177000.0,-22550000.0,2166000.0,,-20177000.0,-22343000.0,523000.0,188000.0,711000.0,-22550000.0,-22550000.0,23083000.0,-23053000.0,139594238.0,139594238.0,-0.16,-0.16,-22550000.0,-22550000.0,-22550000.0,-22550000.0,-22550000.0,19000.0,-22531000.0,523000.0,188000.0,711000.0,-23053000.0,23083000.0,-1328000.0,18813000.0,5598000.0,,5598000.0,5598000.0,,,30000.0,30000.0,VXRT,-1000.0,-1000.0,-1000.0,-1000.0,,,,-1000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,135213196.0,135213196.0,-0.19,-0.19,,,,,,,,,,,,,-397000.0,,,,,,,,,,VXRT,-3000.0,-3000.0,,,,,,-3000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.0,-23531000.0,-14824000.0,138000.0,,-20179000.0,-20317000.0,2141000.0,,2141000.0,-18176000.0,-14824000.0,20317000.0,,760053342.0,760053342.0,-0.02,-0.02,-14824000.0,-14824000.0,-14824000.0,-14824000.0,-14824000.0,,-14824000.0,2141000.0,,2141000.0,-20317000.0,20317000.0,,8041000.0,12276000.0,31000.0,12245000.0,5250000.0,,,0.0,0.0,CYBN,3352000.0,3352000.0,3352000.0,,,,,3352000.0,,,6995000.0,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.0,-28560000.0,-21346000.0,142000.0,,-25053000.0,-25195000.0,342000.0,,342000.0,-24853000.0,-21346000.0,25195000.0,,,,,,-21346000.0,-21346000.0,-21346000.0,-21346000.0,-21346000.0,,-21346000.0,342000.0,,342000.0,-25195000.0,25195000.0,,11843000.0,13352000.0,1845000.0,11507000.0,6378000.0,,,0.0,0.0,CYBN,3507000.0,3507000.0,3507000.0,,0.0,,0.0,3507000.0,,,5129000.0,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.0,-23435000.0,-30330000.0,142000.0,,-26882000.0,-27024000.0,141000.0,,141000.0,-26883000.0,-30330000.0,27024000.0,,333679544.0,333679544.0,-0.09,-0.09,-30330000.0,-30330000.0,-30330000.0,-30330000.0,-30330000.0,,-30330000.0,141000.0,,141000.0,-27024000.0,27024000.0,,7439000.0,19585000.0,23000.0,19562000.0,8037000.0,,,0.0,0.0,CYBN,-3447000.0,-3447000.0,-3447000.0,,0.0,,0.0,-3447000.0,,,11525000.0,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.0,-15807000.0,-11890000.0,71000.0,,-13839000.0,-13910000.0,52000.0,,52000.0,-13858000.0,-11890000.0,13910000.0,,237800000.0,234584277.0,-0.050685,-0.050685,-11890000.0,-11890000.0,-11890000.0,-11890000.0,-11890000.0,,-11890000.0,52000.0,,52000.0,-13910000.0,13910000.0,,6696000.0,7214000.0,15000.0,7199000.0,4443000.0,0.0,,0.0,0.0,CYBN,1968000.0,1968000.0,1968000.0,,0.0,,0.0,1968000.0,,,2756000.0,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.0,-10747000.0,-14514000.0,69000.0,,-12638000.0,-12707000.0,84000.0,,84000.0,-12623000.0,-14514000.0,12707000.0,,206157780.0,206157780.0,-0.07,-0.07,-14514000.0,-14514000.0,-14514000.0,-14514000.0,-14514000.0,,-14514000.0,84000.0,,84000.0,-12707000.0,12707000.0,,6384000.0,6323000.0,12000.0,6311000.0,3587000.0,0.0,,0.0,0.0,CYBN,-1891000.0,-1891000.0,-1891000.0,,0.0,,0.0,-1891000.0,,,2724000.0,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYBN,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.000317,-4127000.0,-6305000.0,357000.0,4616000.0,-4127000.0,-4484000.0,-1823000.0,,,-6305000.0,-6305000.0,9547000.0,-4484000.0,9279370.0,9279370.0,-0.68,-0.68,-6305000.0,-6305000.0,-6305000.0,-6305000.0,-6305000.0,-2000.0,-6307000.0,-1823000.0,,,-4484000.0,4931000.0,,1898000.0,3033000.0,1224000.0,1809000.0,1809000.0,447000.0,4616000.0,5063000.0,5063000.0,MDWD,,,,,,,,,,,,,1823000.0,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.21,-3366000.0,-9729000.0,368000.0,4357000.0,-3366000.0,-3734000.0,-5971000.0,,,-9729000.0,-9729000.0,8698000.0,-3734000.0,9234104.0,9234104.0,-1.05,-1.05,-9729000.0,-9729000.0,-9729000.0,-9729000.0,-9729000.0,24000.0,-9705000.0,-5971000.0,,,-3734000.0,4341000.0,,1470000.0,2871000.0,1179000.0,1692000.0,1692000.0,607000.0,4357000.0,4964000.0,4964000.0,MDWD,,,,,,,,,,,,,5971000.0,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.21,5638000.0,-1743000.0,346000.0,4619000.0,5638000.0,5292000.0,-5385000.0,,,-1743000.0,-1743000.0,9443000.0,-3894000.0,,,,,-1743000.0,-1743000.0,-1743000.0,-1743000.0,-1743000.0,120000.0,-1623000.0,-5385000.0,,,-4105000.0,4824000.0,,1808000.0,2557000.0,,,,719000.0,4619000.0,5338000.0,5338000.0,MDWD,,,,,,,,,,,,,7299000.0,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.21,-2686000.0,-2196000.0,339000.0,3880000.0,-2686000.0,-3025000.0,877000.0,,,-2196000.0,-2196000.0,7801000.0,-3025000.0,9217000.0,9217000.0,-0.24,-0.24,-2196000.0,-2196000.0,-2196000.0,-2196000.0,-2196000.0,48000.0,-2148000.0,877000.0,,,-3025000.0,3921000.0,-224000.0,1533000.0,2612000.0,,,,896000.0,3880000.0,4776000.0,4776000.0,MDWD,,,,,,,,,,,,,-877000.0,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.012931,-3692000.0,916000.0,315000.0,3636000.0,-3692000.0,-4007000.0,4935000.0,,,916000.0,916000.0,8780000.0,-4007000.0,9208902.0,9208902.0,0.1,0.1,916000.0,916000.0,916000.0,916000.0,916000.0,12000.0,928000.0,4935000.0,,,-4007000.0,5144000.0,,2024000.0,3120000.0,1332000.0,1788000.0,1788000.0,1137000.0,3636000.0,4773000.0,4773000.0,MDWD,,,,,,,,,,,,,-4935000.0,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,676000.0,,,,,8388109.0,8388109.0,-0.44,-0.44,,,,,,,,,,676000.0,,,,,,1106000.0,1982000.0,1982000.0,,,,,MDWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.0,-7543000.0,-8461000.0,57000.0,,-7600000.0,-7657000.0,29000.0,804000.0,833000.0,-8404000.0,-8461000.0,8431000.0,,34318709.0,34318709.0,-0.25,-0.25,-8461000.0,-8461000.0,-8461000.0,-8461000.0,-8461000.0,,-8461000.0,29000.0,804000.0,833000.0,-8431000.0,8431000.0,,5113000.0,3318000.0,,3318000.0,3318000.0,,,0.0,0.0,ACHV,-57000.0,-57000.0,-59000.0,-2000.0,-57000.0,,57000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.0,-5572000.0,-6494000.0,57000.0,,-5624000.0,-5681000.0,-445000.0,813000.0,368000.0,-6442000.0,-6494000.0,5982000.0,,25048134.0,25048134.0,-0.26,-0.26,-6494000.0,-6494000.0,-6494000.0,-6494000.0,-6494000.0,,-6494000.0,-445000.0,813000.0,368000.0,-5982000.0,5982000.0,,2799000.0,3183000.0,,3183000.0,3183000.0,,,0.0,0.0,ACHV,-52000.0,-52000.0,-67000.0,-15000.0,-52000.0,,52000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
