Quarter,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Research And Development,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ticker,Total Unusual Items,Total Unusual Items Excluding Goodwill,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Gain On Sale Of Security,Rent Expense Supplemental,Rent And Landing Fees,Salaries And Wages,Earnings From Equity Interest,Total Other Finance Cost,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Insurance And Claims,Amortization,Amortization Of Intangibles Income Statement,Write Off,Other Taxes,Average Dilution Earnings,Gain On Sale Of Ppe,Minority Interests,Otherunder Preferred Stock Dividend,Securities Amortization,Gain On Sale Of Business,Earnings From Equity Interest Net Of Tax,Impairment Of Capital Assets,Preferred Stock Dividends,Net Income Discontinuous Operations,Depreciation Income Statement,Provision For Doubtful Accounts,Net Income From Tax Loss Carryforward
2023-06-30,4517100.0,0.21,-74714000.0,-85290000.0,5689000.0,2537000.0,-53204000.0,-58893000.0,-19955000.0,18555000.0,,-102282900.0,-85290000.0,278564000.0,-90195000.0,143000000.0,143000000.0,-0.6,-0.6,-85290000.0,-85290000.0,-85290000.0,-85290000.0,-85290000.0,7842000.0,-77448000.0,-19955000.0,18555000.0,,-90153000.0,276027000.0,,229927000.0,46100000.0,,46100000.0,38900000.0,185874000.0,2537000.0,188411000.0,188411000.0,IONS,21510000.0,21510000.0,32693000.0,11183000.0,,,,21510000.0,,,7200000.0,,1400000.0,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,143000000.0,143000000.0,-0.87,-0.87,,,,,,,,,,,,,,,,,45516000.0,38216000.0,,,,,IONS,,,,,,,,,,,7300000.0,,1300000.0,,,,,,,,,,,,,,,,,,,,
2024-06-30,3780.0,0.21,-29493000.0,-49994000.0,3617000.0,7593000.0,-29475000.0,-33092000.0,-6864000.0,16800000.0,9936000.0,-50008220.0,-49994000.0,181202000.0,,62854000.0,62854000.0,-0.8,-0.8,-49994000.0,-49994000.0,-49994000.0,-49994000.0,-49994000.0,102000.0,-49892000.0,-6864000.0,16800000.0,9936000.0,-43045000.0,173609000.0,,84270000.0,89339000.0,22708000.0,66631000.0,19879000.0,130564000.0,7593000.0,138157000.0,138157000.0,BPMC,18000.0,18000.0,17000.0,-1000.0,18000.0,-18000.0,,,,,46752000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2024-03-31,349975.816203,0.002015,-64459000.0,89136000.0,4810000.0,3191000.0,109199000.0,104389000.0,-5895000.0,15073000.0,9178000.0,-84172024.183797,89136000.0,174939000.0,,63802000.0,61580000.0,1.4,1.45,89136000.0,89136000.0,89136000.0,89136000.0,89136000.0,180000.0,89316000.0,-5895000.0,15073000.0,9178000.0,-78823000.0,171748000.0,,88191000.0,83557000.0,16930000.0,66627000.0,20161000.0,92925000.0,3191000.0,96116000.0,96116000.0,BPMC,173658000.0,173658000.0,174034000.0,376000.0,173658000.0,-173658000.0,,,,,46466000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.21,-121931000.0,-110916000.0,1531000.0,260000.0,-121931000.0,-123462000.0,-5169000.0,,,-110916000.0,-110916000.0,177111000.0,,60890000.0,60890000.0,-1.82,-1.82,-110916000.0,-110916000.0,-110916000.0,-110916000.0,-110916000.0,61000.0,-110855000.0,-5169000.0,,,-105154000.0,176851000.0,,97536000.0,79315000.0,,,,71697000.0,260000.0,71957000.0,71957000.0,BPMC,,,-532000.0,-577000.0,,,,,,,,45000.0,,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.21,-117507000.0,-133713000.0,2872000.0,2782000.0,-117507000.0,-120379000.0,-3808000.0,13137000.0,9329000.0,-133713000.0,-133713000.0,183775000.0,,60688000.0,60688000.0,-2.2,-2.2,-133713000.0,-133713000.0,-133713000.0,-133713000.0,-133713000.0,197000.0,-133516000.0,-3808000.0,13137000.0,9329000.0,-127209000.0,180993000.0,,110252000.0,70741000.0,13071000.0,57670000.0,16100000.0,53784000.0,2782000.0,56566000.0,56566000.0,BPMC,,,-2499000.0,-728000.0,,,,,,,41570000.0,-1771000.0,,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.21,-117280000.0,-132793000.0,3578000.0,2323000.0,-117280000.0,-120858000.0,-3996000.0,11745000.0,7749000.0,-132793000.0,-132793000.0,184317000.0,,60516000.0,60516000.0,-2.19,-2.19,-132793000.0,-132793000.0,-132793000.0,-132793000.0,-132793000.0,190000.0,-132603000.0,-3996000.0,11745000.0,7749000.0,-126747000.0,181994000.0,1234000.0,110063000.0,71931000.0,11367000.0,60564000.0,17519000.0,55247000.0,2323000.0,57570000.0,57570000.0,BPMC,,,-1860000.0,-626000.0,,,,,,,43045000.0,-1234000.0,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,11719000.0,5900000.0,,,,,,,,,,,,,,,,,11719000.0,5900000.0,,,1296000.0,,,10050000.0,60900000.0,17323000.0,,,,,BPMC,0.0,0.0,,,0.0,,,,,,43577000.0,,5819000.0,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.0,-81939000.0,-70793000.0,687000.0,,-81939000.0,-82626000.0,11949000.0,,11949000.0,-70793000.0,-70793000.0,84671000.0,-82626000.0,106928000.0,106928000.0,-0.65,-0.65,-70793000.0,-70793000.0,-70793000.0,-70793000.0,-70793000.0,,-70793000.0,11949000.0,,11949000.0,-82626000.0,84671000.0,,63940000.0,20731000.0,,20731000.0,20731000.0,,,2045000.0,2045000.0,RNA,,,-116000.0,-116000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.0,-76546000.0,-68855000.0,641000.0,,-76546000.0,-77187000.0,8433000.0,,8433000.0,-68855000.0,-68855000.0,80730000.0,-77187000.0,87212000.0,87212000.0,-0.79,-0.79,-68855000.0,-68855000.0,-68855000.0,-68855000.0,-68855000.0,,-68855000.0,8433000.0,,8433000.0,-77187000.0,80730000.0,,66832000.0,13898000.0,,13898000.0,13898000.0,,,3543000.0,3543000.0,RNA,,,-101000.0,-101000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.0,-66128000.0,-60443000.0,615000.0,,-66128000.0,-66743000.0,6405000.0,,6405000.0,-60443000.0,-60443000.0,68936000.0,-66743000.0,,,,,-60443000.0,-60443000.0,-60443000.0,-60443000.0,-60443000.0,,-60443000.0,6405000.0,,6405000.0,-66743000.0,68936000.0,,52817000.0,16119000.0,,16119000.0,16119000.0,,,2193000.0,2193000.0,RNA,,,-105000.0,-105000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.0,-58059000.0,-52358000.0,566000.0,,-58059000.0,-58625000.0,6280000.0,,6280000.0,-52358000.0,-52358000.0,61443000.0,-58625000.0,74097000.0,74097000.0,-0.71,-0.71,-52358000.0,-52358000.0,-52358000.0,-52358000.0,-52358000.0,,-52358000.0,6280000.0,,6280000.0,-58625000.0,61443000.0,,47714000.0,13729000.0,,13729000.0,13729000.0,,,2818000.0,2818000.0,RNA,,,-13000.0,-13000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.0,-52105000.0,-47025000.0,529000.0,,-52105000.0,-52634000.0,5771000.0,,5771000.0,-47025000.0,-47025000.0,54950000.0,-52634000.0,71390000.0,71390000.0,-0.66,-0.66,-47025000.0,-47025000.0,-47025000.0,-47025000.0,-47025000.0,,-47025000.0,5771000.0,,5771000.0,-52634000.0,54950000.0,,42672000.0,12278000.0,,12278000.0,12278000.0,,,2316000.0,2316000.0,RNA,,,-162000.0,-162000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,70433000.0,70433000.0,-0.74,-0.74,,,,,,,,,,,,,,,,,,,,,,,RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.21,-331818000.0,-319771000.0,1954000.0,,-331818000.0,-333772000.0,,,,-319771000.0,-319771000.0,333772000.0,-333772000.0,87766069.0,87766069.0,-3.64,-3.64,-319771000.0,-319771000.0,-319771000.0,-319771000.0,-319771000.0,177000.0,-319594000.0,,,,-333772000.0,333772000.0,,314819000.0,18953000.0,,18953000.0,18953000.0,,,0.0,0.0,BHVN,,,14178000.0,14178000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.003,-181794000.0,-179504000.0,1446000.0,,-181794000.0,-183240000.0,,,,-179504000.0,-179504000.0,183240000.0,-183240000.0,81601826.0,81601826.0,-2.2,-2.2,-179504000.0,-179504000.0,-179504000.0,-179504000.0,-179504000.0,569000.0,-178935000.0,,,,-183240000.0,183240000.0,,155972000.0,27268000.0,,27268000.0,27268000.0,,,0.0,0.0,BHVN,,,4305000.0,4305000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.008303,-151817000.0,-144756000.0,1894000.0,,-151817000.0,-153711000.0,,,,-144756000.0,-144756000.0,153711000.0,-153711000.0,,,,,-144756000.0,-144756000.0,-144756000.0,-144756000.0,-144756000.0,-1212000.0,-145968000.0,,,,-153711000.0,153711000.0,,134813000.0,18898000.0,,18898000.0,18898000.0,,,0.0,0.0,BHVN,,,7743000.0,7743000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.031,-109009000.0,-102574000.0,1538000.0,,-109009000.0,-110547000.0,,,,-102574000.0,-102574000.0,110547000.0,-110547000.0,68320125.0,68320125.0,-1.5,-1.5,-102574000.0,-102574000.0,-102574000.0,-102574000.0,-102574000.0,-3287000.0,-105861000.0,,,,-110547000.0,110547000.0,,95517000.0,15030000.0,,15030000.0,15030000.0,,,0.0,0.0,BHVN,,,4686000.0,4686000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.21,-92180000.0,-90346000.0,1831000.0,,-92180000.0,-94011000.0,,,,-90346000.0,-90346000.0,94011000.0,-94011000.0,68248023.0,68248023.0,-1.32,-1.32,-90346000.0,-90346000.0,-90346000.0,-90346000.0,-90346000.0,2177000.0,-88169000.0,,,,-94011000.0,94011000.0,,79490000.0,14521000.0,,14521000.0,14521000.0,,,0.0,0.0,BHVN,,,5842000.0,5842000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,68206879.0,68206879.0,-1.03,-1.03,,,,,,,,,,,,,,,,,,,,,,,BHVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,-371611.093799,0.029729,35587000.0,15568000.0,2021000.0,6009000.0,23087000.0,21066000.0,7479000.0,,7479000.0,27696388.906201,15568000.0,49218000.0,8566000.0,29637000.0,28598000.0,0.53,0.54,15568000.0,15568000.0,15568000.0,15568000.0,15568000.0,477000.0,16045000.0,7479000.0,,7479000.0,21066000.0,43209000.0,,15583000.0,27626000.0,,,,64275000.0,6009000.0,70284000.0,70284000.0,KRYS,-12500000.0,-12500000.0,-12500000.0,,-12500000.0,12500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,-2625000.0,0.21,19925000.0,932000.0,1609000.0,2419000.0,7425000.0,5816000.0,7616000.0,,7616000.0,10807000.0,932000.0,39434000.0,-6684000.0,29291000.0,28295000.0,0.03,0.03,932000.0,932000.0,932000.0,932000.0,932000.0,,932000.0,7616000.0,,7616000.0,5816000.0,37015000.0,,10957000.0,26058000.0,,,,42831000.0,2419000.0,45250000.0,45250000.0,KRYS,-12500000.0,-12500000.0,-12500000.0,,-12500000.0,12500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.21,115700000.0,8692000.0,2438000.0,2871000.0,115700000.0,113262000.0,7519000.0,,7519000.0,8692000.0,8692000.0,39005000.0,3138000.0,,,,,8692000.0,8692000.0,8692000.0,8692000.0,8692000.0,,10657000.0,7519000.0,,7519000.0,3138000.0,36134000.0,,11370000.0,24764000.0,,,,39272000.0,2871000.0,42143000.0,42143000.0,KRYS,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,21000000.0,0.21,-125993000.0,80747000.0,-220000.0,223000.0,-25993000.0,-25993000.0,6740000.0,,6740000.0,1747000.0,80747000.0,34549000.0,-25993000.0,28892226.0,28042130.0,2.79,2.88,80747000.0,80747000.0,80747000.0,80747000.0,80747000.0,,80747000.0,6740000.0,,6740000.0,-25993000.0,34326000.0,,10629000.0,23697000.0,,23697000.0,23697000.0,8333000.0,223000.0,8556000.0,8556000.0,KRYS,100000000.0,100000000.0,100000000.0,,100000000.0,-100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.0,-36570000.0,-33210000.0,1478000.0,0.0,-36570000.0,-38048000.0,4838000.0,,4838000.0,-33210000.0,-33210000.0,38048000.0,-38048000.0,26657000.0,26657000.0,-1.25,-1.25,-33210000.0,-33210000.0,-33210000.0,-33210000.0,-33210000.0,0.0,-33210000.0,4838000.0,,4838000.0,-38048000.0,38048000.0,,12144000.0,25904000.0,,25904000.0,25904000.0,0.0,0.0,0.0,0.0,KRYS,0.0,0.0,,,0.0,,,,,,,,-4838000.0,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,25712000.0,25712000.0,-1.76,-1.76,,,,,,,,,,,,,,,,,24035000.0,24035000.0,,,,,KRYS,,,-12500000.0,,,12500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,-838110.0,0.21,-101927000.0,-131598000.0,8862000.0,21280000.0,-105918000.0,-114780000.0,-8559000.0,15960000.0,7401000.0,-128445110.0,-131598000.0,263387000.0,-116361000.0,,,,,-131598000.0,-131598000.0,-131598000.0,-131598000.0,-131598000.0,858000.0,-130740000.0,-8559000.0,15960000.0,7401000.0,-116361000.0,242107000.0,,161503000.0,80604000.0,,,,125746000.0,21280000.0,147026000.0,147026000.0,RARE,-3991000.0,-3991000.0,-5820000.0,-1829000.0,,,,-3991000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,786660.0,0.21,-149283000.0,-170684000.0,8845000.0,17533000.0,-145537000.0,-154382000.0,-7023000.0,15847000.0,8824000.0,-173643340.0,-170684000.0,274180000.0,-165347000.0,84286292.0,84286292.0,-2.03,-2.03,-170684000.0,-170684000.0,-170684000.0,-170684000.0,-170684000.0,455000.0,-170229000.0,-7023000.0,15847000.0,8824000.0,-165347000.0,256647000.0,,178487000.0,78160000.0,,,,91300000.0,17533000.0,108833000.0,108833000.0,RARE,3746000.0,3746000.0,2141000.0,-1605000.0,,,,3746000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,55110.471897,0.029174,-103235000.0,-123190000.0,8218000.0,12051000.0,-101346000.0,-109564000.0,-8775000.0,17328000.0,8553000.0,-125023889.528103,-123190000.0,249441000.0,-122049000.0,81118873.0,81118873.0,-1.52,-1.52,-123190000.0,-123190000.0,-123190000.0,-123190000.0,-123190000.0,-3702000.0,-126892000.0,-8775000.0,17328000.0,8553000.0,-122049000.0,237390000.0,,160557000.0,76833000.0,,,,115341000.0,12051000.0,127392000.0,127392000.0,RARE,1889000.0,1889000.0,3932000.0,2043000.0,,,,1889000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,-297990.0,0.21,-132724000.0,-159649000.0,7191000.0,10987000.0,-134143000.0,-141334000.0,-11784000.0,17665000.0,5881000.0,-158527990.0,-159649000.0,243149000.0,-145097000.0,71664493.0,71664493.0,-2.23,-2.23,-159649000.0,-159649000.0,-159649000.0,-159649000.0,-159649000.0,650000.0,-158999000.0,-11784000.0,17665000.0,5881000.0,-145097000.0,232162000.0,,157245000.0,74917000.0,,,,87065000.0,10987000.0,98052000.0,98052000.0,RARE,-1419000.0,-1419000.0,-2118000.0,-699000.0,,,,-1419000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,54810.0,0.21,-138621000.0,-159828000.0,5361000.0,9914000.0,-138360000.0,-143721000.0,-9411000.0,15375000.0,5964000.0,-160034190.0,-159828000.0,256266000.0,-147957000.0,70897991.0,70897991.0,-2.25,-2.25,-159828000.0,-159828000.0,-159828000.0,-159828000.0,-159828000.0,732000.0,-159096000.0,-9411000.0,15375000.0,5964000.0,-147957000.0,246352000.0,,164949000.0,81403000.0,,,,98395000.0,9914000.0,108309000.0,108309000.0,RARE,261000.0,261000.0,-1728000.0,-1989000.0,,,,261000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,70368478.0,70368478.0,-2.33,-2.33,,,,,,,,,,,,,,,,,,,,,,,RARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.105687,41681000.0,32062000.0,2047000.0,47833000.0,41681000.0,39634000.0,-3334000.0,3783000.0,449000.0,32062000.0,32062000.0,67990000.0,39201000.0,242167072.0,232417645.0,0.13,0.14,32062000.0,32062000.0,32062000.0,32062000.0,32062000.0,3789000.0,35851000.0,-3334000.0,3783000.0,449000.0,39201000.0,18252000.0,942000.0,560000.0,16608000.0,,,,57453000.0,49738000.0,107191000.0,107191000.0,ADMA,,,-16000.0,-16000.0,,,,,,,,,,142000.0,142000.0,,142000.0,142000.0,,,,,,,,,,,,,,,
2024-03-31,0.0,0.032,24284000.0,17806000.0,2114000.0,40846000.0,24284000.0,22170000.0,-3385000.0,3769000.0,384000.0,17806000.0,17806000.0,60054000.0,21821000.0,236414374.0,228874847.0,0.08,0.08,17806000.0,17806000.0,17806000.0,17806000.0,17806000.0,595000.0,18401000.0,-3385000.0,3769000.0,384000.0,21821000.0,17287000.0,1005000.0,450000.0,15639000.0,,,,39108000.0,42767000.0,81875000.0,81875000.0,ADMA,,,-35000.0,-35000.0,,,,,,,,,,193000.0,193000.0,,193000.0,193000.0,,,,,,,,,,,,,,,
2023-12-31,0.0,0.0,16853273.0,-17644533.0,2108950.0,40895791.0,-9320727.0,-11429677.0,-5602407.0,6214856.0,612449.0,8529467.0,-17644533.0,59670441.0,14233236.0,,,,,-17644533.0,-17644533.0,-17644533.0,-17644533.0,-17644533.0,,-17644533.0,-5602407.0,6214856.0,612449.0,14233236.0,16853186.0,685215.0,445486.0,15534999.0,,,,31086422.0,42817255.0,73903677.0,73903677.0,ADMA,-26174000.0,-26174000.0,-26275362.0,-101362.0,-26174000.0,,,,,,,,,187486.0,187486.0,,187486.0,187486.0,,,,,,,,,,,,,,,
2023-09-30,0.0,0.21,11055116.0,2565055.0,2092508.0,40708343.0,11055116.0,8962608.0,-5974277.0,6397553.0,423276.0,2565055.0,2565055.0,58589439.0,8685159.0,225276980.0,225276980.0,0.01,0.01,2565055.0,2565055.0,2565055.0,2565055.0,2565055.0,,2565055.0,-5974277.0,6397553.0,423276.0,8685159.0,15967426.0,466898.0,595903.0,14725787.0,,,,24652585.0,42622013.0,67274598.0,67274598.0,ADMA,0.0,0.0,-145827.0,-145827.0,0.0,,,,,,,,,178838.0,178838.0,,178838.0,178838.0,,,,,,,,,,,,,,,
2023-06-30,0.0,0.0,2025942.0,-6370707.0,2097542.0,41514484.0,2025942.0,-71600.0,-5884803.0,6299107.0,414304.0,-6370707.0,-6370707.0,60596268.0,-473077.0,222683393.0,222683393.0,-0.03,-0.03,-6370707.0,-6370707.0,-6370707.0,-6370707.0,-6370707.0,0.0,-6370707.0,-5884803.0,6299107.0,414304.0,-473077.0,17163080.0,1333424.0,1403260.0,14247558.0,,,,16690003.0,43433188.0,60123191.0,60123191.0,ADMA,0.0,0.0,-12827.0,-12827.0,0.0,,,,,,,,,178838.0,178838.0,,178838.0,178838.0,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,221921750.0,221921750.0,-0.03,-0.03,,,,,,0.0,,,,,,,,,,,,,,,,,ADMA,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.146841,35790000.0,35488000.0,198000.0,2524000.0,35790000.0,35592000.0,6004000.0,,6004000.0,35488000.0,35488000.0,128204000.0,35592000.0,111244000.0,103118000.0,0.32,0.34,35120000.0,35120000.0,35488000.0,35488000.0,35488000.0,6108000.0,41596000.0,6004000.0,,6004000.0,35592000.0,125680000.0,,58745000.0,66935000.0,,,,161272000.0,2524000.0,163796000.0,163796000.0,CORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.206641,29679000.0,27762000.0,179000.0,2535000.0,29679000.0,29500000.0,5493000.0,,5493000.0,27762000.0,27762000.0,117308000.0,29500000.0,109915000.0,102791000.0,0.25,0.27,27514000.0,27514000.0,27762000.0,27762000.0,27762000.0,7231000.0,34993000.0,5493000.0,,5493000.0,29500000.0,114773000.0,,58505000.0,56268000.0,,,,144273000.0,2535000.0,146808000.0,146808000.0,CORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.14817,32299000.0,31355000.0,630000.0,1877000.0,32299000.0,31669000.0,5140000.0,,5140000.0,31355000.0,31355000.0,103736000.0,31669000.0,,,,,31143000.0,31143000.0,31355000.0,31355000.0,31355000.0,5454000.0,36809000.0,5140000.0,,5140000.0,31669000.0,101859000.0,,54707000.0,47152000.0,,,,133528000.0,1877000.0,135405000.0,135405000.0,CORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.137612,31177000.0,31378000.0,-69000.0,1645000.0,31177000.0,31177000.0,5208000.0,,5208000.0,31378000.0,31378000.0,92424000.0,31177000.0,111099000.0,102014000.0,0.28,0.31,31172000.0,31172000.0,31378000.0,31378000.0,31378000.0,5007000.0,36385000.0,5208000.0,,5208000.0,31177000.0,90779000.0,,45517000.0,45262000.0,,,,121956000.0,1645000.0,123601000.0,123601000.0,CORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.164045,30525000.0,27528000.0,942000.0,1574000.0,30525000.0,29583000.0,3347000.0,,3347000.0,27528000.0,27528000.0,88132000.0,29583000.0,109590000.0,101964000.0,0.25,0.27,27356000.0,27356000.0,27528000.0,27528000.0,27528000.0,5402000.0,32930000.0,3347000.0,,3347000.0,29583000.0,86558000.0,,43277000.0,43281000.0,,,,116141000.0,1574000.0,117715000.0,117715000.0,CORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,115425000.0,107885000.0,0.14,0.15,,,,,,,,,,,,,,,,,,,,,,,CORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.0,-148048000.0,-151971000.0,267000.0,636000.0,-148048000.0,-148315000.0,10566000.0,3656000.0,14222000.0,-151971000.0,-151971000.0,177175000.0,-162537000.0,21402646.0,21402646.0,-7.1,-7.1,-151971000.0,-151971000.0,-151971000.0,-151971000.0,-151971000.0,,-151971000.0,10566000.0,3656000.0,14222000.0,-162537000.0,176539000.0,,71091000.0,105448000.0,,,,14002000.0,636000.0,14638000.0,14638000.0,MDGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-31,0.0,0.0,-143535000.0,-147541000.0,168000.0,,-143535000.0,-143703000.0,4496000.0,3838000.0,8334000.0,-147541000.0,-147541000.0,152037000.0,-152037000.0,20001569.0,20001569.0,-7.38,-7.38,-147541000.0,-147541000.0,-147541000.0,-147541000.0,-147541000.0,,-147541000.0,4496000.0,3838000.0,8334000.0,-152037000.0,152037000.0,,71237000.0,80800000.0,,,,,,0.0,0.0,MDGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-31,0.0,0.0,-108081000.0,-112194000.0,142000.0,,-108081000.0,-108223000.0,4982000.0,3971000.0,8953000.0,-112194000.0,-112194000.0,117176000.0,-117176000.0,,,,,-112194000.0,-112194000.0,-112194000.0,-112194000.0,-112194000.0,,-112194000.0,4982000.0,3971000.0,8953000.0,-117176000.0,117176000.0,,70640000.0,46536000.0,,46536000.0,46536000.0,,,0.0,0.0,MDGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-30,0.0,0.0,-95101000.0,-98740000.0,135000.0,,-95101000.0,-95236000.0,-206000.0,3504000.0,3298000.0,-98740000.0,-98740000.0,98534000.0,-98534000.0,18476414.0,18476414.0,-5.34,-5.34,-98740000.0,-98740000.0,-98740000.0,-98740000.0,-98740000.0,,-98740000.0,-206000.0,3504000.0,3298000.0,-98534000.0,98534000.0,,70951000.0,27583000.0,,27583000.0,27583000.0,,,0.0,0.0,MDGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-30,0.0,0.0,-82773000.0,-85800000.0,126000.0,0.0,-82773000.0,-82899000.0,650000.0,2901000.0,3551000.0,-85800000.0,-85800000.0,86450000.0,-86450000.0,18310952.0,18310952.0,-4.69,-4.69,-85800000.0,-85800000.0,-85800000.0,-85800000.0,-85800000.0,,-85800000.0,650000.0,2901000.0,3551000.0,-86450000.0,86450000.0,,68605000.0,17845000.0,,17845000.0,17845000.0,0.0,0.0,0.0,0.0,MDGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-31,,,,,,,,,,,,,,,,18187924.0,18187924.0,-4.23,-4.23,,,,,,,,,,,,,,,,,16182000.0,16182000.0,,,,,MDGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-30,0.0,0.0,-173336000.0,-73456000.0,1574000.0,598000.0,-51033000.0,-52607000.0,-17742000.0,22937000.0,5195000.0,-195759000.0,-73456000.0,174816000.0,-175539000.0,187586680.0,187586680.0,-0.39,-0.39,-73456000.0,-73456000.0,-73456000.0,-75544000.0,-75544000.0,,-75544000.0,-17742000.0,22937000.0,5195000.0,-172648000.0,174218000.0,,114695000.0,59523000.0,,,,1570000.0,598000.0,2168000.0,2168000.0,BBIO,122303000.0,122303000.0,114846000.0,468000.0,122303000.0,,2891000.0,,,,,-7925000.0,,,,,,,,,,,2088000.0,,,125194000.0,,0.0,,,,,
2024-03-31,0.0,0.0,18897000.0,-35216000.0,1596000.0,598000.0,-11093000.0,-12689000.0,-19396000.0,23471000.0,4075000.0,-5226000.0,-35216000.0,207377000.0,343000.0,178705310.0,178705310.0,-0.2,-0.2,-35216000.0,-35216000.0,-35216000.0,-36160000.0,-36160000.0,,-36160000.0,-19396000.0,23471000.0,4075000.0,3743000.0,206779000.0,,140972000.0,65807000.0,,,,210522000.0,598000.0,211120000.0,211120000.0,BBIO,-29990000.0,-29990000.0,-20507000.0,9483000.0,-29990000.0,26590000.0,1965000.0,,,,,,,,,,,,1164000.0,,,,944000.0,,,,,271000.0,,,,,
