Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,8.520000457763672,8.520000457763672,8.520000457763672,8.520000457763672,8.520000457763672,0
2018-01-03,8.6875,8.6875,8.6875,8.6875,8.6875,1200
2018-01-04,8.6875,8.6875,8.6875,8.6875,8.6875,0
2018-01-05,8.6875,8.6875,8.6875,8.6875,8.6875,0
2018-01-08,8.6875,8.6875,8.6875,8.6875,8.6875,0
2018-01-09,8.6875,8.6875,8.6875,8.6875,8.6875,0
2018-01-10,8.6875,8.6875,8.6875,8.6875,8.6875,0
2018-01-11,8.6875,8.6875,8.6875,8.6875,8.6875,0
2018-01-12,8.6875,8.6875,8.6875,8.6875,8.6875,0
2018-01-16,8.6875,8.6875,8.6875,8.6875,8.6875,0
2018-01-17,8.5625,8.608332633972168,8.5,8.608332633972168,8.608332633972168,8400
2018-01-18,8.608332633972168,8.608332633972168,8.608332633972168,8.608332633972168,8.608332633972168,0
2018-01-19,8.608332633972168,8.608332633972168,8.608332633972168,8.608332633972168,8.608332633972168,0
2018-01-22,8.895833015441895,8.911666870117188,8.895833015441895,8.911666870117188,8.911666870117188,9600
2018-01-23,8.911666870117188,8.911666870117188,8.911666870117188,8.911666870117188,8.911666870117188,0
2018-01-24,9.0625,9.0625,8.985833168029785,8.985833168029785,8.985833168029785,2400
2018-01-25,8.985833168029785,8.985833168029785,8.985833168029785,8.985833168029785,8.985833168029785,0
2018-01-26,8.985833168029785,8.985833168029785,8.985833168029785,8.985833168029785,8.985833168029785,0
2018-01-29,8.985833168029785,8.985833168029785,8.985833168029785,8.985833168029785,8.985833168029785,0
2018-01-30,8.985833168029785,8.985833168029785,8.985833168029785,8.985833168029785,8.985833168029785,0
2018-01-31,8.985833168029785,8.985833168029785,8.985833168029785,8.985833168029785,8.985833168029785,0
2018-02-01,9.186667442321777,9.1899995803833,8.954167366027832,9.0,9.0,57600
2018-02-02,8.625,8.625,8.625,8.625,8.625,1200
2018-02-05,8.625,8.625,8.625,8.625,8.625,0
2018-02-06,8.625,8.625,8.625,8.625,8.625,0
2018-02-07,8.625,8.625,8.625,8.625,8.625,0
2018-02-08,8.625,8.625,8.625,8.625,8.625,0
2018-02-09,8.625,8.625,8.625,8.625,8.625,0
2018-02-12,7.900000095367432,8.087499618530273,7.900000095367432,8.087499618530273,8.087499618530273,36000
2018-02-13,8.087499618530273,8.087499618530273,8.087499618530273,8.087499618530273,8.087499618530273,0
2018-02-14,8.087499618530273,8.087499618530273,8.087499618530273,8.087499618530273,8.087499618530273,0
2018-02-15,8.25333309173584,8.467499732971191,8.25333309173584,8.467499732971191,8.467499732971191,9600
2018-02-16,8.467499732971191,8.467499732971191,8.467499732971191,8.467499732971191,8.467499732971191,0
2018-02-20,8.645833015441895,8.645833015441895,8.645833015441895,8.645833015441895,8.645833015441895,3600
2018-02-21,8.5625,8.5625,8.4375,8.4375,8.4375,2400
2018-02-22,8.4375,8.4375,8.4375,8.4375,8.4375,0
2018-02-23,8.4375,8.4375,8.4375,8.4375,8.4375,0
2018-02-26,8.4375,8.4375,8.4375,8.4375,8.4375,0
