Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,175.35000610351562,177.82000732421875,174.4199981689453,177.0,144.39102172851562,2301100
2018-01-03,176.91000366210938,181.44000244140625,175.75999450683594,180.33999633789062,147.11573791503906,3084000
2018-01-04,180.6300048828125,180.86000061035156,178.75,179.5800018310547,146.49574279785156,2021100
2018-01-05,180.83999633789062,180.8800048828125,179.02999877929688,180.64999389648438,147.3686065673828,2211400
2018-01-08,180.47999572753906,181.25,178.42999267578125,180.60000610351562,147.32781982421875,2356200
2018-01-09,180.52999877929688,184.52999877929688,180.1199951171875,183.3800048828125,149.59567260742188,3031700
2018-01-10,182.66000366210938,183.6999969482422,180.3699951171875,182.86000061035156,149.1714630126953,2542700
2018-01-11,182.86000061035156,182.86000061035156,181.10000610351562,181.9600067138672,148.437255859375,2101300
2018-01-12,182.33999633789062,185.61000061035156,181.75,185.0399932861328,150.9497833251953,3111400
2018-01-16,185.6199951171875,187.4499969482422,184.1699981689453,185.5399932861328,151.35772705078125,3374600
2018-01-17,187.6999969482422,189.3000030517578,185.89999389648438,188.00999450683594,153.37266540527344,4018200
2018-01-18,187.4499969482422,188.55999755859375,185.5,187.58999633789062,153.03005981445312,3084900
2018-01-19,188.36000061035156,189.72000122070312,187.60000610351562,189.27999877929688,154.40867614746094,3652300
2018-01-22,189.72999572753906,192.57000732421875,189.42999267578125,192.3300018310547,156.8967742919922,3579800
2018-01-23,193.0,196.02999877929688,191.60000610351562,191.99000549316406,156.61941528320312,3486700
2018-01-24,192.75,192.94000244140625,189.50999450683594,190.6300048828125,155.5099639892578,2765700
2018-01-25,191.39999389648438,191.8000030517578,188.89999389648438,190.0800018310547,155.06130981445312,2470300
2018-01-26,191.0500030517578,196.8000030517578,190.99000549316406,196.00999450683594,159.89886474609375,3920300
2018-01-29,196.2100067138672,201.22999572753906,195.64999389648438,198.0,161.52215576171875,4565700
2018-01-30,196.17999267578125,196.47000122070312,190.5500030517578,191.27000427246094,156.03207397460938,3990800
2018-01-31,191.63999938964844,192.27000427246094,184.64999389648438,186.0500030517578,151.77377319335938,4677700
2018-02-01,185.0,186.8300018310547,182.3300018310547,185.55999755859375,151.3740234375,4078100
2018-02-02,183.4600067138672,192.60000610351562,183.00999450683594,187.00999450683594,152.55691528320312,7029400
2018-02-05,186.82000732421875,188.60000610351562,174.6199951171875,174.75,142.55560302734375,6922800
2018-02-06,177.99000549316406,180.27999877929688,172.0399932861328,176.64999389648438,144.1055145263672,7527700
2018-02-07,176.25,180.99000549316406,176.0,177.47000122070312,144.7744598388672,5715700
2018-02-08,177.92999267578125,180.4199981689453,173.0,173.1199951171875,141.22586059570312,6026800
2018-02-09,174.1300048828125,175.4600067138672,168.25,173.4600067138672,141.5032196044922,6093900
2018-02-12,174.3000030517578,176.6699981689453,173.0,174.8699951171875,142.65345764160156,4324800
2018-02-13,173.8699951171875,176.6999969482422,172.4600067138672,175.94000244140625,143.5262908935547,3834700
2018-02-14,174.0800018310547,180.30999755859375,174.05999755859375,179.52000427246094,147.55380249023438,5958700
2018-02-15,180.0,185.0,179.89999389648438,183.60000610351562,150.9073486328125,4493400
2018-02-16,183.8000030517578,186.1199951171875,182.67999267578125,183.5500030517578,150.8662109375,4365800
2018-02-20,182.88999938964844,184.30999755859375,182.13999938964844,182.97999572753906,150.39772033691406,4078400
2018-02-21,183.19000244140625,185.5,182.39999389648438,182.42999267578125,149.94566345214844,4054600
2018-02-22,182.50999450683594,185.16000366210938,182.00999450683594,182.4499969482422,149.96206665039062,3868200
2018-02-23,183.6300048828125,186.7899932861328,182.77000427246094,186.6699981689453,153.43067932128906,4163400
2018-02-26,187.4600067138672,190.3699951171875,187.02999877929688,188.5,154.93478393554688,4943600
2018-02-27,188.8300018310547,190.10000610351562,185.5500030517578,185.7899932861328,152.7073516845703,5016100
2018-02-28,185.8800048828125,187.38999938964844,183.69000244140625,183.77000427246094,151.0470428466797,4544000
2018-03-01,184.2100067138672,185.57000732421875,180.3800048828125,183.2899932861328,150.6525421142578,11757800
2018-03-02,181.05999755859375,185.8000030517578,181.0500030517578,185.0800018310547,152.12376403808594,19115500
2018-03-05,185.0500030517578,190.69000244140625,185.0,190.1300048828125,156.2745361328125,15187800
2018-03-06,188.1999969482422,191.63999938964844,186.92999267578125,190.35000610351562,156.45541381835938,18446500
2018-03-07,189.72999572753906,190.22000122070312,186.41000366210938,187.52999877929688,154.13754272460938,7009900
2018-03-08,187.89999389648438,188.39999389648438,185.50999450683594,187.16000366210938,153.8334197998047,9192600
2018-03-09,188.0,191.3800048828125,186.32000732421875,191.10000610351562,157.07180786132812,5674100
2018-03-12,189.5,190.38999938964844,188.32000732421875,189.3000030517578,155.59231567382812,6972400
2018-03-13,189.60000610351562,190.8300018310547,188.6300048828125,189.75,155.96221923828125,4712900
2018-03-14,191.17999267578125,192.6199951171875,189.8000030517578,190.57000732421875,156.6361846923828,3613300
2018-03-15,190.0500030517578,190.8800048828125,187.91000366210938,189.75,155.96221923828125,3320500
2018-03-16,189.75,190.25,187.22999572753906,188.24000549316406,154.72113037109375,16878400
2018-03-19,187.2899932861328,187.92999267578125,180.6699981689453,182.5500030517578,150.04425048828125,3970400
2018-03-20,183.05999755859375,184.02000427246094,181.1699981689453,182.02999877929688,149.6168975830078,2582200
2018-03-21,181.42999267578125,184.0399932861328,181.39999389648438,181.58999633789062,149.25521850585938,2531100
2018-03-22,179.9199981689453,180.75,176.0,176.0800018310547,144.72633361816406,3553000
2018-03-23,176.57000732421875,179.17999267578125,169.35000610351562,169.42999267578125,139.26051330566406,4529600
2018-03-26,172.77999877929688,175.8699951171875,170.11000061035156,175.19000244140625,143.9948272705078,4217100
2018-03-27,176.16000366210938,176.36000061035156,169.82000732421875,171.14999389648438,140.6741943359375,3963100
2018-03-28,171.35000610351562,172.5,168.02000427246094,170.4600067138672,140.1071014404297,4545900
2018-03-29,170.99000549316406,172.24000549316406,169.63999938964844,170.47999572753906,140.12350463867188,3769800
2018-04-02,169.9199981689453,170.5800018310547,163.30999755859375,166.0500030517578,136.4823455810547,4759800
2018-04-03,166.97000122070312,169.22000122070312,165.0800018310547,168.22000122070312,138.26596069335938,3374000
2018-04-04,166.1699981689453,174.27000427246094,165.8800048828125,173.52000427246094,142.62217712402344,3796700
2018-04-05,174.0,174.42999267578125,170.99000549316406,172.0,141.37286376953125,2766600
2018-04-06,170.86000061035156,171.72000122070312,166.1999969482422,168.13999938964844,138.20018005371094,3747800
2018-04-09,169.1999969482422,172.9499969482422,167.99000549316406,169.6199951171875,139.4166717529297,3856800
2018-04-10,170.88999938964844,173.8800048828125,170.11000061035156,173.1300048828125,142.30169677734375,2872300
2018-04-11,171.8000030517578,174.07000732421875,171.60000610351562,172.41000366210938,141.70985412597656,2575900
2018-04-12,172.67999267578125,174.11000061035156,170.9600067138672,171.02000427246094,140.56736755371094,3471400
2018-04-13,172.11000061035156,172.42999267578125,170.7899932861328,171.47999572753906,140.9454345703125,2656400
2018-04-16,172.75,173.1300048828125,171.07000732421875,171.3800048828125,140.86328125,2656400
2018-04-17,173.0,175.6300048828125,171.5800018310547,174.8800048828125,143.74002075195312,3283900
2018-04-18,174.61000061035156,176.16000366210938,174.44000244140625,175.11000061035156,143.92909240722656,2205600
2018-04-19,174.47000122070312,175.39999389648438,171.7899932861328,172.92999267578125,142.13723754882812,2269400
2018-04-20,173.10000610351562,173.47000122070312,170.57000732421875,171.55999755859375,141.01121520996094,2958600
2018-04-23,171.6199951171875,176.97000122070312,171.25,174.66000366210938,143.55926513671875,3568700
2018-04-24,175.5500030517578,175.75999450683594,170.52999877929688,171.94000244140625,141.3235626220703,4389400
2018-04-25,173.66000366210938,175.44000244140625,170.33999633789062,174.8300018310547,143.69894409179688,4693800
2018-04-26,175.4199981689453,176.67999267578125,171.7899932861328,175.3699951171875,144.14283752441406,3682400
2018-04-27,174.9199981689453,177.9199981689453,174.86000061035156,177.4600067138672,145.86061096191406,2424800
2018-04-30,177.91000366210938,178.74000549316406,174.35000610351562,174.47999572753906,143.4112548828125,3608700
2018-05-01,172.14999389648438,173.99000549316406,167.97999572753906,169.27999877929688,139.13720703125,4799400
2018-05-02,169.3000030517578,171.07000732421875,168.3000030517578,169.42999267578125,139.26051330566406,4085700
2018-05-03,169.27999877929688,170.33999633789062,166.0500030517578,166.38999938964844,136.7618408203125,4152900
2018-05-04,165.9600067138672,169.5,165.22000122070312,167.97999572753906,138.0686492919922,3430000
2018-05-07,168.5800018310547,169.92999267578125,167.5,168.05999755859375,138.13446044921875,3175800
2018-05-08,168.80999755859375,170.5,167.5,168.49000549316406,138.48788452148438,3937700
2018-05-09,168.6999969482422,170.52999877929688,167.08999633789062,169.63999938964844,139.43312072753906,2861400
2018-05-10,170.25999450683594,171.49000549316406,169.36000061035156,170.77000427246094,140.36192321777344,2947100
2018-05-11,170.3800048828125,174.35000610351562,170.02999877929688,173.88999938964844,142.9263153076172,3740500
2018-05-14,174.10000610351562,177.8000030517578,173.0399932861328,175.9600067138672,144.62774658203125,3370600
2018-05-15,174.80999755859375,175.30999755859375,171.10000610351562,172.33999633789062,141.65235900878906,4491700
2018-05-16,171.35000610351562,174.5800018310547,170.6199951171875,173.8000030517578,143.95494079589844,2494200
