Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,9.6899995803833,9.960000038146973,9.5600004196167,9.920000076293945,9.920000076293945,107100
2018-01-03,9.9399995803833,10.350000381469727,9.829999923706055,10.100000381469727,10.100000381469727,531400
2018-01-04,10.170000076293945,10.425000190734863,9.90999984741211,10.170000076293945,10.170000076293945,125900
2018-01-05,10.140000343322754,10.399999618530273,10.0600004196167,10.25,10.25,148800
2018-01-08,10.25,10.289999961853027,9.920000076293945,10.0600004196167,10.0600004196167,79100
2018-01-09,10.069999694824219,10.3149995803833,9.979999542236328,10.079999923706055,10.079999923706055,112200
2018-01-10,10.039999961853027,10.119999885559082,9.90999984741211,10.010000228881836,10.010000228881836,118200
2018-01-11,10.09000015258789,10.579999923706055,9.779999732971191,10.520000457763672,10.520000457763672,251000
2018-01-12,10.470000267028809,11.170000076293945,10.270000457763672,10.779999732971191,10.779999732971191,196500
2018-01-16,10.970000267028809,10.970000267028809,9.899999618530273,10.039999961853027,10.039999961853027,333400
2018-01-17,10.180000305175781,10.307999610900879,10.0,10.180000305175781,10.180000305175781,111300
2018-01-18,10.149999618530273,10.170000076293945,9.824999809265137,10.0,10.0,153800
2018-01-19,9.949999809265137,10.154999732971191,9.829999923706055,10.010000228881836,10.010000228881836,89300
2018-01-22,10.050000190734863,10.659000396728516,9.979999542236328,10.270000457763672,10.270000457763672,237600
2018-01-23,10.239999771118164,10.9399995803833,10.149999618530273,10.779999732971191,10.779999732971191,133500
2018-01-24,10.770000457763672,10.880000114440918,10.449999809265137,10.449999809265137,10.449999809265137,69100
2018-01-25,10.869999885559082,11.890000343322754,10.623000144958496,11.800000190734863,11.800000190734863,309800
2018-01-26,11.979999542236328,12.649999618530273,11.760000228881836,12.279999732971191,12.279999732971191,303100
2018-01-29,12.149999618530273,12.779999732971191,11.946999549865723,12.430000305175781,12.430000305175781,266500
2018-01-30,12.319999694824219,12.449999809265137,11.711000442504883,11.989999771118164,11.989999771118164,238400
2018-01-31,12.069999694824219,12.199999809265137,11.510000228881836,11.819999694824219,11.819999694824219,130800
2018-02-01,11.8100004196167,11.90999984741211,11.5,11.779999732971191,11.779999732971191,101000
2018-02-02,11.699999809265137,11.90999984741211,11.432000160217285,11.65999984741211,11.65999984741211,129900
2018-02-05,11.5,11.819999694824219,10.800999641418457,11.199999809265137,11.199999809265137,187200
2018-02-06,10.880000114440918,12.619999885559082,10.793000221252441,12.489999771118164,12.489999771118164,517000
2018-02-07,12.640000343322754,13.350000381469727,12.1899995803833,13.109999656677246,13.109999656677246,457400
2018-02-08,13.199999809265137,14.039999961853027,12.90999984741211,13.680000305175781,13.680000305175781,361500
2018-02-09,13.75,13.800000190734863,12.336999893188477,13.0600004196167,13.0600004196167,345000
2018-02-12,13.050000190734863,13.350000381469727,12.5600004196167,13.199999809265137,13.199999809265137,236800
2018-02-13,13.1899995803833,14.850000381469727,13.149999618530273,14.170000076293945,14.170000076293945,564600
2018-02-14,14.050000190734863,14.729999542236328,13.904999732971191,14.479999542236328,14.479999542236328,573500
2018-02-15,14.869999885559082,15.050000190734863,14.039999961853027,14.770000457763672,14.770000457763672,471000
2018-02-16,14.84000015258789,15.609999656677246,14.760000228881836,14.979999542236328,14.979999542236328,377800
2018-02-20,14.979999542236328,15.0600004196167,14.460000038146973,14.59000015258789,14.59000015258789,232300
2018-02-21,14.579999923706055,15.145000457763672,14.194000244140625,14.800000190734863,14.800000190734863,257000
2018-02-22,14.90999984741211,15.039999961853027,14.460000038146973,14.59000015258789,14.59000015258789,188800
2018-02-23,14.729999542236328,14.899999618530273,14.149999618530273,14.850000381469727,14.850000381469727,165700
2018-02-26,14.890000343322754,15.039999961853027,14.550000190734863,14.859999656677246,14.859999656677246,181100
2018-02-27,14.90999984741211,15.140000343322754,14.789999961853027,14.949999809265137,14.949999809265137,248700
2018-02-28,14.949999809265137,15.189000129699707,14.630000114440918,14.770000457763672,14.770000457763672,256700
2018-03-01,14.699999809265137,15.720000267028809,14.40999984741211,15.449999809265137,15.449999809265137,1009100
2018-03-02,15.25,15.630000114440918,14.847000122070312,15.289999961853027,15.289999961853027,446900
2018-03-05,15.010000228881836,16.520000457763672,14.880000114440918,16.18000030517578,16.18000030517578,799600
2018-03-06,16.31999969482422,16.469999313354492,15.800000190734863,16.229999542236328,16.229999542236328,255600
2018-03-07,16.200000762939453,16.43000030517578,15.859999656677246,15.989999771118164,15.989999771118164,597600
2018-03-08,16.09000015258789,16.479999542236328,15.760000228881836,16.459999084472656,16.459999084472656,248400
2018-03-09,16.459999084472656,16.93000030517578,16.209999084472656,16.860000610351562,16.860000610351562,515900
2018-03-12,17.010000228881836,18.0,16.809999465942383,17.25,17.25,540600
2018-03-13,17.31999969482422,17.489999771118164,16.59000015258789,17.010000228881836,17.010000228881836,413700
2018-03-14,17.049999237060547,17.31999969482422,16.760000228881836,16.809999465942383,16.809999465942383,355600
2018-03-15,15.300000190734863,17.25,14.880000114440918,16.15999984741211,16.15999984741211,537500
2018-03-16,16.40999984741211,16.649999618530273,15.420000076293945,16.010000228881836,16.010000228881836,1130900
2018-03-19,15.869999885559082,16.010000228881836,14.800000190734863,15.239999771118164,15.239999771118164,577300
2018-03-20,15.109999656677246,15.920000076293945,15.010000228881836,15.65999984741211,15.65999984741211,436000
2018-03-21,15.649999618530273,15.949999809265137,15.210000038146973,15.319999694824219,15.319999694824219,220300
2018-03-22,15.239999771118164,15.550000190734863,14.9399995803833,14.970000267028809,14.970000267028809,394800
2018-03-23,15.100000381469727,15.100000381469727,13.710000038146973,13.760000228881836,13.760000228881836,580000
2018-03-26,14.050000190734863,14.449999809265137,14.010000228881836,14.220000267028809,14.220000267028809,532500
2018-03-27,14.239999771118164,14.354999542236328,13.3100004196167,13.420000076293945,13.420000076293945,344300
2018-03-28,13.359999656677246,13.510000228881836,12.710000038146973,13.270000457763672,13.270000457763672,370500
2018-03-29,13.4399995803833,13.824999809265137,13.079999923706055,13.420000076293945,13.420000076293945,535700
2018-04-02,13.609999656677246,13.739999771118164,12.479999542236328,12.539999961853027,12.539999961853027,457800
2018-04-03,12.680000305175781,12.901000022888184,12.284000396728516,12.75,12.75,527800
2018-04-04,12.449999809265137,13.5,12.430000305175781,13.460000038146973,13.460000038146973,1017000
2018-04-05,13.489999771118164,13.49899959564209,12.550000190734863,13.0,13.0,529300
2018-04-06,12.84000015258789,12.979999542236328,12.319999694824219,12.479999542236328,12.479999542236328,500900
2018-04-09,12.640000343322754,12.798999786376953,11.890000343322754,12.0,12.0,418100
2018-04-10,12.970000267028809,13.199999809265137,12.420000076293945,12.760000228881836,12.760000228881836,1463700
2018-04-11,12.649999618530273,12.770000457763672,12.199999809265137,12.640000343322754,12.640000343322754,735400
2018-04-12,12.6899995803833,14.0600004196167,12.600000381469727,13.869999885559082,13.869999885559082,949800
2018-04-13,13.920000076293945,14.114999771118164,13.369999885559082,13.899999618530273,13.899999618530273,485000
2018-04-16,14.130000114440918,14.274999618530273,13.739999771118164,14.050000190734863,14.050000190734863,456300
2018-04-17,14.130000114440918,15.390000343322754,14.071000099182129,15.130000114440918,15.130000114440918,500500
2018-04-18,15.09000015258789,15.09000015258789,14.619999885559082,14.710000038146973,14.710000038146973,781700
2018-04-19,14.649999618530273,14.979999542236328,14.550000190734863,14.770000457763672,14.770000457763672,375300
2018-04-20,14.6899995803833,14.880000114440918,14.399999618530273,14.59000015258789,14.59000015258789,708100
2018-04-23,14.720000267028809,14.779999732971191,13.829999923706055,14.050000190734863,14.050000190734863,782300
2018-04-24,14.050000190734863,14.145000457763672,13.609999656677246,13.619999885559082,13.619999885559082,514500
2018-04-25,13.8100004196167,14.819999694824219,13.779999732971191,14.550000190734863,14.550000190734863,774500
2018-04-26,14.579999923706055,15.239999771118164,14.15999984741211,14.890000343322754,14.890000343322754,653000
2018-04-27,14.960000038146973,15.220000267028809,14.420000076293945,15.149999618530273,15.149999618530273,559100
2018-04-30,15.149999618530273,15.300000190734863,12.420000076293945,13.079999923706055,13.079999923706055,1984000
2018-05-01,15.010000228881836,15.539999961853027,14.109999656677246,14.510000228881836,14.510000228881836,5181100
2018-05-02,14.6899995803833,16.170000076293945,14.199999809265137,15.520000457763672,15.520000457763672,2704300
2018-05-03,15.010000228881836,16.445999145507812,14.989999771118164,15.619999885559082,15.619999885559082,4893800
2018-05-04,15.520000457763672,16.62299919128418,15.520000457763672,16.479999542236328,16.479999542236328,1281600
2018-05-07,16.59000015258789,17.51300048828125,16.299999237060547,17.350000381469727,17.350000381469727,1101300
2018-05-08,17.329999923706055,17.75,16.704999923706055,16.93000030517578,16.93000030517578,776100
2018-05-09,16.8799991607666,17.889999389648438,16.79400062561035,17.489999771118164,17.489999771118164,910300
2018-05-10,17.0,18.785999298095703,16.920000076293945,17.010000228881836,17.010000228881836,1076500
2018-05-11,17.1200008392334,18.459999084472656,17.1200008392334,17.979999542236328,17.979999542236328,1758600
2018-05-14,18.0,18.3700008392334,17.579999923706055,18.200000762939453,18.200000762939453,559100
2018-05-15,18.09000015258789,18.55500030517578,17.950000762939453,18.420000076293945,18.420000076293945,624100
2018-05-16,18.520000457763672,18.8799991607666,18.309999465942383,18.540000915527344,18.540000915527344,563500
2018-05-17,18.59000015258789,19.200000762939453,18.40999984741211,19.079999923706055,19.079999923706055,494000
2018-05-18,19.149999618530273,20.388999938964844,19.110000610351562,19.75,19.75,903600
2018-05-21,19.81999969482422,20.200000762939453,19.780000686645508,19.8799991607666,19.8799991607666,418900
2018-05-22,19.950000762939453,19.950000762939453,17.889999389648438,18.81999969482422,18.81999969482422,646600
2018-05-23,18.809999465942383,19.450000762939453,18.809999465942383,19.059999465942383,19.059999465942383,384700
2018-05-24,17.81999969482422,18.399999618530273,16.799999237060547,17.34000015258789,17.34000015258789,1246800
